DayNY,ObsCount,Asset
24-Jan-2023,1434,USDJPY
25-Jan-2023,1436,USDJPY
26-Jan-2023,1425,USDJPY
27-Jan-2023,1020,USDJPY
29-Jan-2023,415,USDJPY
30-Jan-2023,1433,USDJPY
31-Jan-2023,1425,USDJPY
01-Feb-2023,1431,USDJPY
02-Feb-2023,1435,USDJPY
03-Feb-2023,1020,USDJPY
05-Feb-2023,420,USDJPY
06-Feb-2023,1433,USDJPY
07-Feb-2023,1437,USDJPY
08-Feb-2023,1439,USDJPY
09-Feb-2023,1440,USDJPY
10-Feb-2023,1020,USDJPY
12-Feb-2023,412,USDJPY
13-Feb-2023,1439,USDJPY
14-Feb-2023,1435,USDJPY
15-Feb-2023,1440,USDJPY
16-Feb-2023,1440,USDJPY
17-Feb-2023,1020,USDJPY
19-Feb-2023,417,USDJPY
20-Feb-2023,1419,USDJPY
21-Feb-2023,1435,USDJPY
22-Feb-2023,1436,USDJPY
23-Feb-2023,1434,USDJPY
24-Feb-2023,1019,USDJPY
26-Feb-2023,416,USDJPY
27-Feb-2023,1430,USDJPY
28-Feb-2023,1431,USDJPY
01-Mar-2023,1429,USDJPY
02-Mar-2023,1432,USDJPY
03-Mar-2023,1020,USDJPY
05-Mar-2023,418,USDJPY
06-Mar-2023,1432,USDJPY
07-Mar-2023,1440,USDJPY
08-Mar-2023,1439,USDJPY
09-Mar-2023,1427,USDJPY
10-Mar-2023,1020,USDJPY
12-Mar-2023,418,USDJPY
13-Mar-2023,1440,USDJPY
14-Mar-2023,1439,USDJPY
15-Mar-2023,1438,USDJPY
16-Mar-2023,1437,USDJPY
17-Mar-2023,1020,USDJPY
19-Mar-2023,413,USDJPY
20-Mar-2023,1436,USDJPY
21-Mar-2023,1439,USDJPY
22-Mar-2023,1436,USDJPY
23-Mar-2023,1438,USDJPY
24-Mar-2023,1020,USDJPY
26-Mar-2023,412,USDJPY
27-Mar-2023,1432,USDJPY
28-Mar-2023,1435,USDJPY
29-Mar-2023,1439,USDJPY
30-Mar-2023,1438,USDJPY
31-Mar-2023,1020,USDJPY
02-Apr-2023,413,USDJPY
03-Apr-2023,1435,USDJPY
04-Apr-2023,1435,USDJPY
05-Apr-2023,1435,USDJPY
06-Apr-2023,1435,USDJPY
07-Apr-2023,1017,USDJPY
09-Apr-2023,389,USDJPY
10-Apr-2023,1432,USDJPY
11-Apr-2023,1435,USDJPY
12-Apr-2023,1432,USDJPY
13-Apr-2023,1436,USDJPY
14-Apr-2023,1020,USDJPY
16-Apr-2023,390,USDJPY
17-Apr-2023,1429,USDJPY
18-Apr-2023,1440,USDJPY
19-Apr-2023,1439,USDJPY
20-Apr-2023,1439,USDJPY
21-Apr-2023,1019,USDJPY
23-Apr-2023,412,USDJPY
24-Apr-2023,1436,USDJPY
25-Apr-2023,1439,USDJPY
26-Apr-2023,1438,USDJPY
27-Apr-2023,1438,USDJPY
28-Apr-2023,1020,USDJPY
30-Apr-2023,410,USDJPY
01-May-2023,1439,USDJPY
02-May-2023,1439,USDJPY
03-May-2023,1440,USDJPY
04-May-2023,1435,USDJPY
05-May-2023,1020,USDJPY
07-May-2023,409,USDJPY
08-May-2023,1437,USDJPY
09-May-2023,1439,USDJPY
10-May-2023,1440,USDJPY
11-May-2023,1438,USDJPY
12-May-2023,1020,USDJPY
14-May-2023,412,USDJPY
15-May-2023,1437,USDJPY
16-May-2023,1437,USDJPY
17-May-2023,1439,USDJPY
18-May-2023,1437,USDJPY
19-May-2023,1020,USDJPY
21-May-2023,410,USDJPY
22-May-2023,1439,USDJPY
23-May-2023,1438,USDJPY
24-May-2023,1440,USDJPY
25-May-2023,1440,USDJPY
26-May-2023,1019,USDJPY
28-May-2023,418,USDJPY
29-May-2023,1430,USDJPY
30-May-2023,1434,USDJPY
31-May-2023,1436,USDJPY
01-Jun-2023,1438,USDJPY
02-Jun-2023,1020,USDJPY
04-Jun-2023,407,USDJPY
05-Jun-2023,1437,USDJPY
06-Jun-2023,1433,USDJPY
07-Jun-2023,1436,USDJPY
08-Jun-2023,1435,USDJPY
09-Jun-2023,1020,USDJPY
11-Jun-2023,414,USDJPY
12-Jun-2023,1430,USDJPY
13-Jun-2023,1429,USDJPY
14-Jun-2023,1440,USDJPY
15-Jun-2023,1439,USDJPY
16-Jun-2023,1019,USDJPY
18-Jun-2023,411,USDJPY
19-Jun-2023,1420,USDJPY
20-Jun-2023,1439,USDJPY
21-Jun-2023,1440,USDJPY
22-Jun-2023,1438,USDJPY
23-Jun-2023,1019,USDJPY
25-Jun-2023,410,USDJPY
26-Jun-2023,1436,USDJPY
27-Jun-2023,1435,USDJPY
28-Jun-2023,1434,USDJPY
29-Jun-2023,1436,USDJPY
30-Jun-2023,1020,USDJPY
02-Jul-2023,403,USDJPY
03-Jul-2023,1434,USDJPY
04-Jul-2023,1414,USDJPY
05-Jul-2023,1439,USDJPY
06-Jul-2023,1439,USDJPY
07-Jul-2023,1020,USDJPY
09-Jul-2023,403,USDJPY
10-Jul-2023,1440,USDJPY
11-Jul-2023,1437,USDJPY
12-Jul-2023,1438,USDJPY
13-Jul-2023,1440,USDJPY
14-Jul-2023,1020,USDJPY
16-Jul-2023,410,USDJPY
17-Jul-2023,1435,USDJPY
18-Jul-2023,1438,USDJPY
19-Jul-2023,1439,USDJPY
20-Jul-2023,1440,USDJPY
21-Jul-2023,1016,USDJPY
23-Jul-2023,411,USDJPY
24-Jul-2023,1435,USDJPY
25-Jul-2023,1435,USDJPY
26-Jul-2023,1439,USDJPY
27-Jul-2023,1438,USDJPY
28-Jul-2023,1020,USDJPY
30-Jul-2023,419,USDJPY
31-Jul-2023,1437,USDJPY
01-Aug-2023,1436,USDJPY
02-Aug-2023,1438,USDJPY
03-Aug-2023,1437,USDJPY
04-Aug-2023,1020,USDJPY
06-Aug-2023,411,USDJPY
07-Aug-2023,1440,USDJPY
08-Aug-2023,1439,USDJPY
09-Aug-2023,1438,USDJPY
10-Aug-2023,1436,USDJPY
11-Aug-2023,1019,USDJPY
13-Aug-2023,408,USDJPY
14-Aug-2023,1439,USDJPY
15-Aug-2023,1438,USDJPY
16-Aug-2023,1439,USDJPY
17-Aug-2023,1437,USDJPY
18-Aug-2023,1020,USDJPY
20-Aug-2023,412,USDJPY
21-Aug-2023,1438,USDJPY
22-Aug-2023,1433,USDJPY
23-Aug-2023,1439,USDJPY
24-Aug-2023,1437,USDJPY
25-Aug-2023,1020,USDJPY
27-Aug-2023,415,USDJPY
28-Aug-2023,1437,USDJPY
29-Aug-2023,1440,USDJPY
30-Aug-2023,1432,USDJPY
31-Aug-2023,1438,USDJPY
01-Sep-2023,1019,USDJPY
03-Sep-2023,411,USDJPY
04-Sep-2023,1407,USDJPY
05-Sep-2023,1438,USDJPY
06-Sep-2023,1436,USDJPY
07-Sep-2023,1439,USDJPY
08-Sep-2023,1020,USDJPY
10-Sep-2023,420,USDJPY
11-Sep-2023,1439,USDJPY
12-Sep-2023,1435,USDJPY
13-Sep-2023,1440,USDJPY
14-Sep-2023,1436,USDJPY
15-Sep-2023,1018,USDJPY
17-Sep-2023,415,USDJPY
18-Sep-2023,1434,USDJPY
19-Sep-2023,1437,USDJPY
20-Sep-2023,1439,USDJPY
21-Sep-2023,1439,USDJPY
22-Sep-2023,1020,USDJPY
24-Sep-2023,414,USDJPY
25-Sep-2023,1439,USDJPY
26-Sep-2023,1440,USDJPY
27-Sep-2023,1439,USDJPY
28-Sep-2023,1439,USDJPY
29-Sep-2023,1020,USDJPY
01-Oct-2023,417,USDJPY
02-Oct-2023,1435,USDJPY
03-Oct-2023,1440,USDJPY
04-Oct-2023,1436,USDJPY
05-Oct-2023,1440,USDJPY
06-Oct-2023,1020,USDJPY
08-Oct-2023,420,USDJPY
09-Oct-2023,1435,USDJPY
10-Oct-2023,1434,USDJPY
11-Oct-2023,1440,USDJPY
12-Oct-2023,1437,USDJPY
13-Oct-2023,1020,USDJPY
15-Oct-2023,416,USDJPY
16-Oct-2023,1431,USDJPY
17-Oct-2023,1437,USDJPY
18-Oct-2023,1440,USDJPY
19-Oct-2023,1435,USDJPY
20-Oct-2023,1020,USDJPY
22-Oct-2023,406,USDJPY
23-Oct-2023,1439,USDJPY
24-Oct-2023,1432,USDJPY
25-Oct-2023,1439,USDJPY
26-Oct-2023,1436,USDJPY
27-Oct-2023,1020,USDJPY
29-Oct-2023,411,USDJPY
30-Oct-2023,1439,USDJPY
31-Oct-2023,1440,USDJPY
01-Nov-2023,1439,USDJPY
02-Nov-2023,1434,USDJPY
03-Nov-2023,1016,USDJPY
05-Nov-2023,418,USDJPY
06-Nov-2023,1437,USDJPY
07-Nov-2023,1437,USDJPY
08-Nov-2023,1438,USDJPY
09-Nov-2023,1437,USDJPY
10-Nov-2023,1020,USDJPY
12-Nov-2023,416,USDJPY
13-Nov-2023,1436,USDJPY
14-Nov-2023,1440,USDJPY
15-Nov-2023,1439,USDJPY
16-Nov-2023,1433,USDJPY
17-Nov-2023,1019,USDJPY
19-Nov-2023,415,USDJPY
20-Nov-2023,1438,USDJPY
21-Nov-2023,1438,USDJPY
22-Nov-2023,1436,USDJPY
23-Nov-2023,1421,USDJPY
24-Nov-2023,1016,USDJPY
26-Nov-2023,418,USDJPY
27-Nov-2023,1438,USDJPY
28-Nov-2023,1439,USDJPY
29-Nov-2023,1437,USDJPY
30-Nov-2023,1440,USDJPY
01-Dec-2023,1018,USDJPY
03-Dec-2023,414,USDJPY
04-Dec-2023,1440,USDJPY
05-Dec-2023,1439,USDJPY
06-Dec-2023,1438,USDJPY
07-Dec-2023,1440,USDJPY
08-Dec-2023,1020,USDJPY
10-Dec-2023,419,USDJPY
11-Dec-2023,1440,USDJPY
12-Dec-2023,1439,USDJPY
13-Dec-2023,1440,USDJPY
14-Dec-2023,1436,USDJPY
15-Dec-2023,1019,USDJPY
17-Dec-2023,420,USDJPY
18-Dec-2023,1438,USDJPY
19-Dec-2023,1438,USDJPY
20-Dec-2023,1439,USDJPY
21-Dec-2023,1438,USDJPY
22-Dec-2023,1019,USDJPY
24-Dec-2023,260,USDJPY
25-Dec-2023,523,USDJPY
26-Dec-2023,1433,USDJPY
27-Dec-2023,1440,USDJPY
28-Dec-2023,1433,USDJPY
29-Dec-2023,1020,USDJPY
01-Jan-2024,409,USDJPY
02-Jan-2024,1436,USDJPY
03-Jan-2024,1440,USDJPY
04-Jan-2024,1439,USDJPY
05-Jan-2024,1020,USDJPY
07-Jan-2024,415,USDJPY
08-Jan-2024,1440,USDJPY
09-Jan-2024,1438,USDJPY
10-Jan-2024,1440,USDJPY
11-Jan-2024,1440,USDJPY
12-Jan-2024,1020,USDJPY
14-Jan-2024,413,USDJPY
15-Jan-2024,1437,USDJPY
16-Jan-2024,1440,USDJPY
17-Jan-2024,1440,USDJPY
18-Jan-2024,1440,USDJPY
19-Jan-2024,1020,USDJPY
21-Jan-2024,420,USDJPY
22-Jan-2024,1440,USDJPY
23-Jan-2024,1436,USDJPY
24-Jan-2024,1439,USDJPY
25-Jan-2024,1438,USDJPY
26-Jan-2024,1020,USDJPY
28-Jan-2024,409,USDJPY
29-Jan-2024,1439,USDJPY
30-Jan-2024,1440,USDJPY
31-Jan-2024,1440,USDJPY
01-Feb-2024,1435,USDJPY
02-Feb-2024,1020,USDJPY
04-Feb-2024,419,USDJPY
05-Feb-2024,1436,USDJPY
06-Feb-2024,1439,USDJPY
07-Feb-2024,1440,USDJPY
08-Feb-2024,1437,USDJPY
09-Feb-2024,1020,USDJPY
11-Feb-2024,413,USDJPY
12-Feb-2024,1437,USDJPY
13-Feb-2024,1439,USDJPY
14-Feb-2024,1440,USDJPY
15-Feb-2024,1438,USDJPY
16-Feb-2024,1020,USDJPY
18-Feb-2024,418,USDJPY
19-Feb-2024,1410,USDJPY
20-Feb-2024,1440,USDJPY
21-Feb-2024,1440,USDJPY
22-Feb-2024,1437,USDJPY
23-Feb-2024,1019,USDJPY
25-Feb-2024,418,USDJPY
26-Feb-2024,1440,USDJPY
27-Feb-2024,1430,USDJPY
28-Feb-2024,1438,USDJPY
29-Feb-2024,1436,USDJPY
01-Mar-2024,1020,USDJPY
03-Mar-2024,419,USDJPY
04-Mar-2024,1438,USDJPY
05-Mar-2024,1436,USDJPY
06-Mar-2024,1438,USDJPY
07-Mar-2024,1436,USDJPY
08-Mar-2024,1019,USDJPY
10-Mar-2024,407,USDJPY
11-Mar-2024,1436,USDJPY
12-Mar-2024,1436,USDJPY
13-Mar-2024,1439,USDJPY
14-Mar-2024,1436,USDJPY
15-Mar-2024,1020,USDJPY
17-Mar-2024,409,USDJPY
18-Mar-2024,1436,USDJPY
19-Mar-2024,1430,USDJPY
20-Mar-2024,1439,USDJPY
21-Mar-2024,1439,USDJPY
22-Mar-2024,1019,USDJPY
24-Mar-2024,413,USDJPY
25-Mar-2024,1437,USDJPY
26-Mar-2024,1437,USDJPY
27-Mar-2024,1437,USDJPY
28-Mar-2024,1438,USDJPY
29-Mar-2024,1010,USDJPY
31-Mar-2024,418,USDJPY
01-Apr-2024,1436,USDJPY
02-Apr-2024,1439,USDJPY
03-Apr-2024,1439,USDJPY
04-Apr-2024,1437,USDJPY
05-Apr-2024,1020,USDJPY
07-Apr-2024,417,USDJPY
08-Apr-2024,1435,USDJPY
09-Apr-2024,1438,USDJPY
10-Apr-2024,1440,USDJPY
11-Apr-2024,1439,USDJPY
12-Apr-2024,1020,USDJPY
14-Apr-2024,419,USDJPY
15-Apr-2024,1438,USDJPY
16-Apr-2024,1438,USDJPY
17-Apr-2024,1439,USDJPY
18-Apr-2024,1430,USDJPY
19-Apr-2024,1020,USDJPY
21-Apr-2024,416,USDJPY
22-Apr-2024,1425,USDJPY
23-Apr-2024,1437,USDJPY
24-Apr-2024,1432,USDJPY
25-Apr-2024,1437,USDJPY
26-Apr-2024,1020,USDJPY
28-Apr-2024,418,USDJPY
29-Apr-2024,1439,USDJPY
30-Apr-2024,1436,USDJPY
01-May-2024,1439,USDJPY
02-May-2024,1436,USDJPY
03-May-2024,1020,USDJPY
05-May-2024,409,USDJPY
06-May-2024,1431,USDJPY
07-May-2024,1436,USDJPY
08-May-2024,1429,USDJPY
09-May-2024,1436,USDJPY
10-May-2024,1018,USDJPY
12-May-2024,412,USDJPY
13-May-2024,1433,USDJPY
14-May-2024,1423,USDJPY
15-May-2024,1440,USDJPY
16-May-2024,1436,USDJPY
17-May-2024,1019,USDJPY
19-May-2024,413,USDJPY
20-May-2024,1434,USDJPY
21-May-2024,1432,USDJPY
22-May-2024,1436,USDJPY
23-May-2024,1435,USDJPY
24-May-2024,1017,USDJPY
26-May-2024,414,USDJPY
27-May-2024,1427,USDJPY
28-May-2024,1433,USDJPY
29-May-2024,1436,USDJPY
30-May-2024,1436,USDJPY
31-May-2024,1019,USDJPY
02-Jun-2024,416,USDJPY
03-Jun-2024,1438,USDJPY
04-Jun-2024,1426,USDJPY
05-Jun-2024,1434,USDJPY
06-Jun-2024,1440,USDJPY
07-Jun-2024,1020,USDJPY
09-Jun-2024,417,USDJPY
10-Jun-2024,1432,USDJPY
11-Jun-2024,1429,USDJPY
12-Jun-2024,1435,USDJPY
13-Jun-2024,1437,USDJPY
14-Jun-2024,1020,USDJPY
16-Jun-2024,413,USDJPY
17-Jun-2024,1431,USDJPY
18-Jun-2024,1436,USDJPY
19-Jun-2024,1426,USDJPY
20-Jun-2024,1437,USDJPY
21-Jun-2024,1018,USDJPY
23-Jun-2024,417,USDJPY
24-Jun-2024,1435,USDJPY
25-Jun-2024,1434,USDJPY
26-Jun-2024,1436,USDJPY
27-Jun-2024,1436,USDJPY
28-Jun-2024,1020,USDJPY
30-Jun-2024,410,USDJPY
01-Jul-2024,1435,USDJPY
02-Jul-2024,1434,USDJPY
03-Jul-2024,1430,USDJPY
04-Jul-2024,1424,USDJPY
05-Jul-2024,1020,USDJPY
07-Jul-2024,419,USDJPY
08-Jul-2024,1434,USDJPY
09-Jul-2024,1430,USDJPY
10-Jul-2024,1434,USDJPY
11-Jul-2024,1436,USDJPY
12-Jul-2024,1020,USDJPY
14-Jul-2024,417,USDJPY
15-Jul-2024,1435,USDJPY
16-Jul-2024,1440,USDJPY
17-Jul-2024,1439,USDJPY
18-Jul-2024,1435,USDJPY
19-Jul-2024,1018,USDJPY
21-Jul-2024,411,USDJPY
22-Jul-2024,1437,USDJPY
23-Jul-2024,1437,USDJPY
24-Jul-2024,1438,USDJPY
25-Jul-2024,1433,USDJPY
26-Jul-2024,1020,USDJPY
28-Jul-2024,417,USDJPY
29-Jul-2024,1439,USDJPY
30-Jul-2024,1436,USDJPY
31-Jul-2024,1440,USDJPY
01-Aug-2024,1438,USDJPY
02-Aug-2024,1020,USDJPY
04-Aug-2024,417,USDJPY
05-Aug-2024,1440,USDJPY
06-Aug-2024,1437,USDJPY
07-Aug-2024,1439,USDJPY
08-Aug-2024,1437,USDJPY
09-Aug-2024,1020,USDJPY
11-Aug-2024,414,USDJPY
12-Aug-2024,1439,USDJPY
13-Aug-2024,1437,USDJPY
14-Aug-2024,1438,USDJPY
15-Aug-2024,1430,USDJPY
16-Aug-2024,1020,USDJPY
18-Aug-2024,416,USDJPY
19-Aug-2024,1434,USDJPY
20-Aug-2024,1439,USDJPY
21-Aug-2024,1437,USDJPY
22-Aug-2024,1439,USDJPY
23-Aug-2024,1020,USDJPY
25-Aug-2024,417,USDJPY
26-Aug-2024,1438,USDJPY
27-Aug-2024,1436,USDJPY
28-Aug-2024,1439,USDJPY
29-Aug-2024,1438,USDJPY
30-Aug-2024,1020,USDJPY
01-Sep-2024,406,USDJPY
02-Sep-2024,1411,USDJPY
03-Sep-2024,1436,USDJPY
04-Sep-2024,1434,USDJPY
05-Sep-2024,1433,USDJPY
06-Sep-2024,1020,USDJPY
08-Sep-2024,411,USDJPY
09-Sep-2024,1438,USDJPY
10-Sep-2024,1435,USDJPY
11-Sep-2024,1435,USDJPY
12-Sep-2024,1435,USDJPY
13-Sep-2024,1020,USDJPY
15-Sep-2024,409,USDJPY
16-Sep-2024,1433,USDJPY
17-Sep-2024,1428,USDJPY
18-Sep-2024,1439,USDJPY
19-Sep-2024,1427,USDJPY
20-Sep-2024,1020,USDJPY
22-Sep-2024,413,USDJPY
23-Sep-2024,1423,USDJPY
24-Sep-2024,1437,USDJPY
25-Sep-2024,1433,USDJPY
26-Sep-2024,1421,USDJPY
27-Sep-2024,1020,USDJPY
29-Sep-2024,391,USDJPY
30-Sep-2024,1436,USDJPY
01-Oct-2024,1430,USDJPY
02-Oct-2024,1429,USDJPY
03-Oct-2024,1435,USDJPY
04-Oct-2024,1020,USDJPY
06-Oct-2024,419,USDJPY
07-Oct-2024,1432,USDJPY
08-Oct-2024,1429,USDJPY
09-Oct-2024,1368,USDJPY
10-Oct-2024,1437,USDJPY
11-Oct-2024,1020,USDJPY
13-Oct-2024,408,USDJPY
14-Oct-2024,1433,USDJPY
15-Oct-2024,1433,USDJPY
16-Oct-2024,1435,USDJPY
17-Oct-2024,1437,USDJPY
18-Oct-2024,1020,USDJPY
20-Oct-2024,415,USDJPY
21-Oct-2024,1439,USDJPY
22-Oct-2024,1437,USDJPY
23-Oct-2024,1411,USDJPY
24-Oct-2024,1431,USDJPY
25-Oct-2024,1020,USDJPY
27-Oct-2024,420,USDJPY
28-Oct-2024,1435,USDJPY
29-Oct-2024,1426,USDJPY
30-Oct-2024,1437,USDJPY
31-Oct-2024,1422,USDJPY
01-Nov-2024,1020,USDJPY
03-Nov-2024,420,USDJPY
04-Nov-2024,1435,USDJPY
05-Nov-2024,1438,USDJPY
06-Nov-2024,1439,USDJPY
07-Nov-2024,1432,USDJPY
08-Nov-2024,1020,USDJPY
10-Nov-2024,418,USDJPY
11-Nov-2024,1437,USDJPY
12-Nov-2024,1434,USDJPY
13-Nov-2024,1439,USDJPY
14-Nov-2024,1439,USDJPY
15-Nov-2024,1020,USDJPY
17-Nov-2024,416,USDJPY
18-Nov-2024,1436,USDJPY
19-Nov-2024,1424,USDJPY
20-Nov-2024,1436,USDJPY
21-Nov-2024,1437,USDJPY
22-Nov-2024,1020,USDJPY
24-Nov-2024,420,USDJPY
25-Nov-2024,1435,USDJPY
26-Nov-2024,1438,USDJPY
27-Nov-2024,1437,USDJPY
28-Nov-2024,1411,USDJPY
29-Nov-2024,1020,USDJPY
01-Dec-2024,414,USDJPY
02-Dec-2024,1440,USDJPY
03-Dec-2024,1430,USDJPY
04-Dec-2024,1438,USDJPY
05-Dec-2024,1434,USDJPY
06-Dec-2024,1020,USDJPY
08-Dec-2024,415,USDJPY
09-Dec-2024,1435,USDJPY
10-Dec-2024,1417,USDJPY
11-Dec-2024,1425,USDJPY
12-Dec-2024,1408,USDJPY
13-Dec-2024,1020,USDJPY
15-Dec-2024,408,USDJPY
16-Dec-2024,1435,USDJPY
17-Dec-2024,1432,USDJPY
18-Dec-2024,1437,USDJPY
19-Dec-2024,1437,USDJPY
20-Dec-2024,1020,USDJPY
22-Dec-2024,408,USDJPY
23-Dec-2024,1429,USDJPY
24-Dec-2024,1309,USDJPY
25-Dec-2024,551,USDJPY
26-Dec-2024,1432,USDJPY
27-Dec-2024,1020,USDJPY
29-Dec-2024,412,USDJPY
30-Dec-2024,1419,USDJPY
31-Dec-2024,1020,USDJPY
01-Jan-2025,414,USDJPY
02-Jan-2025,1428,USDJPY
03-Jan-2025,1020,USDJPY
05-Jan-2025,401,USDJPY
06-Jan-2025,1429,USDJPY
07-Jan-2025,1438,USDJPY
08-Jan-2025,1435,USDJPY
09-Jan-2025,1438,USDJPY
10-Jan-2025,1020,USDJPY
12-Jan-2025,412,USDJPY
13-Jan-2025,1437,USDJPY
14-Jan-2025,1439,USDJPY
15-Jan-2025,1440,USDJPY
16-Jan-2025,1430,USDJPY
17-Jan-2025,1020,USDJPY
19-Jan-2025,415,USDJPY
20-Jan-2025,1431,USDJPY
21-Jan-2025,1435,USDJPY
22-Jan-2025,1430,USDJPY
23-Jan-2025,1438,USDJPY
24-Jan-2025,1020,USDJPY
26-Jan-2025,420,USDJPY
27-Jan-2025,1439,USDJPY
28-Jan-2025,1419,USDJPY
29-Jan-2025,1437,USDJPY
30-Jan-2025,1434,USDJPY
31-Jan-2025,1020,USDJPY
02-Feb-2025,420,USDJPY
03-Feb-2025,1434,USDJPY
04-Feb-2025,1437,USDJPY
05-Feb-2025,1431,USDJPY
06-Feb-2025,1432,USDJPY
07-Feb-2025,1020,USDJPY
09-Feb-2025,420,USDJPY
10-Feb-2025,1437,USDJPY
11-Feb-2025,1436,USDJPY
12-Feb-2025,1436,USDJPY
13-Feb-2025,1437,USDJPY
14-Feb-2025,1020,USDJPY
16-Feb-2025,419,USDJPY
17-Feb-2025,1430,USDJPY
18-Feb-2025,1436,USDJPY
19-Feb-2025,1426,USDJPY
20-Feb-2025,1433,USDJPY
21-Feb-2025,1020,USDJPY
23-Feb-2025,416,USDJPY
24-Feb-2025,1436,USDJPY
25-Feb-2025,1437,USDJPY
26-Feb-2025,1421,USDJPY
27-Feb-2025,1427,USDJPY
28-Feb-2025,1020,USDJPY
02-Mar-2025,409,USDJPY
03-Mar-2025,1438,USDJPY
04-Mar-2025,1434,USDJPY
05-Mar-2025,1439,USDJPY
06-Mar-2025,1430,USDJPY
07-Mar-2025,1020,USDJPY
09-Mar-2025,399,USDJPY
10-Mar-2025,1430,USDJPY
11-Mar-2025,1431,USDJPY
12-Mar-2025,1429,USDJPY
13-Mar-2025,1422,USDJPY
14-Mar-2025,1019,USDJPY
16-Mar-2025,413,USDJPY
17-Mar-2025,1435,USDJPY
18-Mar-2025,1430,USDJPY
19-Mar-2025,1433,USDJPY
20-Mar-2025,1433,USDJPY
21-Mar-2025,1020,USDJPY
23-Mar-2025,396,USDJPY
24-Mar-2025,1427,USDJPY
25-Mar-2025,1434,USDJPY
26-Mar-2025,1438,USDJPY
27-Mar-2025,1435,USDJPY
28-Mar-2025,1020,USDJPY
30-Mar-2025,412,USDJPY
31-Mar-2025,1435,USDJPY
01-Apr-2025,1429,USDJPY
02-Apr-2025,1440,USDJPY
03-Apr-2025,1422,USDJPY
04-Apr-2025,1020,USDJPY
06-Apr-2025,419,USDJPY
07-Apr-2025,1435,USDJPY
08-Apr-2025,1420,USDJPY
09-Apr-2025,1410,USDJPY
10-Apr-2025,1434,USDJPY
11-Apr-2025,1020,USDJPY
13-Apr-2025,417,USDJPY
14-Apr-2025,1422,USDJPY
15-Apr-2025,1426,USDJPY
16-Apr-2025,1429,USDJPY
17-Apr-2025,1434,USDJPY
18-Apr-2025,1018,USDJPY
20-Apr-2025,415,USDJPY
21-Apr-2025,1434,USDJPY
22-Apr-2025,1439,USDJPY
23-Apr-2025,1433,USDJPY
24-Apr-2025,1439,USDJPY
25-Apr-2025,1020,USDJPY
27-Apr-2025,412,USDJPY
28-Apr-2025,1420,USDJPY
29-Apr-2025,1436,USDJPY
30-Apr-2025,1436,USDJPY
01-May-2025,1434,USDJPY
02-May-2025,1019,USDJPY
04-May-2025,401,USDJPY
05-May-2025,1439,USDJPY
06-May-2025,1438,USDJPY
07-May-2025,1438,USDJPY
08-May-2025,1439,USDJPY
09-May-2025,1020,USDJPY
11-May-2025,416,USDJPY
12-May-2025,1437,USDJPY
13-May-2025,1438,USDJPY
14-May-2025,1436,USDJPY
15-May-2025,1433,USDJPY
16-May-2025,1019,USDJPY
18-May-2025,416,USDJPY
19-May-2025,1436,USDJPY
20-May-2025,1440,USDJPY
21-May-2025,1434,USDJPY
22-May-2025,1438,USDJPY
23-May-2025,1020,USDJPY
25-May-2025,413,USDJPY
26-May-2025,1421,USDJPY
27-May-2025,1436,USDJPY
28-May-2025,1438,USDJPY
29-May-2025,1437,USDJPY
30-May-2025,1020,USDJPY
01-Jun-2025,414,USDJPY
02-Jun-2025,1436,USDJPY
03-Jun-2025,1435,USDJPY
04-Jun-2025,1436,USDJPY
05-Jun-2025,1435,USDJPY
06-Jun-2025,1020,USDJPY
08-Jun-2025,403,USDJPY
09-Jun-2025,1436,USDJPY
10-Jun-2025,1435,USDJPY
11-Jun-2025,1434,USDJPY
12-Jun-2025,1434,USDJPY
13-Jun-2025,1020,USDJPY
15-Jun-2025,416,USDJPY
16-Jun-2025,1439,USDJPY
17-Jun-2025,1433,USDJPY
18-Jun-2025,1436,USDJPY
19-Jun-2025,1435,USDJPY
20-Jun-2025,1020,USDJPY
22-Jun-2025,413,USDJPY
23-Jun-2025,1428,USDJPY
24-Jun-2025,1440,USDJPY
25-Jun-2025,1439,USDJPY
26-Jun-2025,1431,USDJPY
27-Jun-2025,1020,USDJPY
29-Jun-2025,418,USDJPY
30-Jun-2025,1438,USDJPY
01-Jul-2025,1432,USDJPY
02-Jul-2025,1434,USDJPY
03-Jul-2025,1420,USDJPY
04-Jul-2025,1020,USDJPY
06-Jul-2025,405,USDJPY
07-Jul-2025,1438,USDJPY
08-Jul-2025,1430,USDJPY
09-Jul-2025,1438,USDJPY
10-Jul-2025,1437,USDJPY
11-Jul-2025,1020,USDJPY
13-Jul-2025,412,USDJPY
14-Jul-2025,1425,USDJPY
15-Jul-2025,1436,USDJPY
16-Jul-2025,1436,USDJPY
17-Jul-2025,1431,USDJPY
18-Jul-2025,1020,USDJPY
20-Jul-2025,415,USDJPY
21-Jul-2025,1428,USDJPY
22-Jul-2025,1430,USDJPY
23-Jul-2025,1434,USDJPY
24-Jul-2025,1439,USDJPY
25-Jul-2025,1019,USDJPY
27-Jul-2025,407,USDJPY
28-Jul-2025,1431,USDJPY
29-Jul-2025,1436,USDJPY
30-Jul-2025,1433,USDJPY
31-Jul-2025,1435,USDJPY
01-Aug-2025,1020,USDJPY
03-Aug-2025,414,USDJPY
04-Aug-2025,1436,USDJPY
05-Aug-2025,1432,USDJPY
06-Aug-2025,1437,USDJPY
